competition,date,match,team,pos,pos_role,player,rater,is_human,original_rating,goals,assists,shots_ontarget,shots_offtarget,shotsblocked,chances2score,drib_success,drib_unsuccess,keypasses,touches,passes_acc,passes_inacc,crosses_acc,crosses_inacc,lballs_acc,lballs_inacc,grduels_w,grduels_l,aerials_w,aerials_l,poss_lost,fouls,wasfouled,clearances,stop_shots,interceptions,tackles,dribbled_past,tballs_acc,tballs_inacc,ycards,rcards,dangmistakes,countattack,offsides,goals_ag_otb,goals_ag_itb,saves_itb,saves_otb,saved_pen,missed_penalties,owngoals,degree_centrality,betweenness_centrality,closeness_centrality,flow_centrality,flow_success,betweenness2goals,win,lost,is_home_team,minutesPlayed,game_duration
Premier League 2017-18,26/12/2017,"Manchester United - Burnley, 2 - 2",Burnley,DF,DL,Charlie Taylor,SkySports,1,6,0,0,0,0,0,0,0,0,0,36,15,5,1,1,5,4,1,5,1,0,11,1,0,5,0,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1.071428571,0.13993501,0.603571429,0.183333333,0,0,0,0,0,90,90
Premier League 2017-18,26/12/2017,"Manchester United - Burnley, 2 - 2",Burnley,DF,DL,Charlie Taylor,WhoScored,0,6.3,0,0,0,0,0,0,0,0,0,36,15,5,1,1,5,4,1,5,1,0,11,1,0,5,0,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1.071428571,0.13993501,0.603571429,0.183333333,0,0,0,0,0,90,90
Premier League 2017-18,26/12/2017,"Manchester United - Burnley, 2 - 2",Burnley,GK,GK,Nick Pope,SkySports,1,6,0,0,0,0,0,0,0,0,0,37,15,8,0,0,15,8,0,0,4,0,10,1,0,1,0,2,0,0,0,0,1,0,0,0,0,0,2,4,1,0,0,0,0.785714286,0.107872972,0.574829932,0.166666667,0,0,0,0,0,90,90
Premier League 2017-18,26/12/2017,"Manchester United - Burnley, 2 - 2",Burnley,GK,GK,Nick Pope,WhoScored,0,7.11,0,0,0,0,0,0,0,0,0,37,15,8,0,0,15,8,0,0,4,0,10,1,0,1,0,2,0,0,0,0,1,0,0,0,0,0,2,4,1,0,0,0,0.785714286,0.107872972,0.574829932,0.166666667,0,0,0,0,0,90,90
Premier League 2017-18,26/12/2017,"Manchester United - Burnley, 2 - 2",Burnley,DF,DC,Kevin Long,SkySports,1,7,0,0,0,0,0,0,0,0,0,35,9,5,0,0,1,3,4,0,2,3,14,0,0,13,4,1,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.571428571,0.043927417,0.464285714,0.233333333,0,0,0,0,0,90,90
Premier League 2017-18,26/12/2017,"Manchester United - Burnley, 2 - 2",Burnley,DF,DC,Kevin Long,WhoScored,0,7.42,0,0,0,0,0,0,0,0,0,35,9,5,0,0,1,3,4,0,2,3,14,0,0,13,4,1,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.571428571,0.043927417,0.464285714,0.233333333,0,0,0,0,0,90,90
Premier League 2017-18,26/12/2017,"Manchester United - Burnley, 2 - 2",Burnley,Sub,Sub,Sam Vokes,SkySports,1,6,0,0,0,0,0,0,0,0,0,9,3,1,0,0,0,0,0,3,2,0,2,3,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0.785714286,0.148683096,0.635338346,0.1,0,0,0,0,0,24,90
Premier League 2017-18,26/12/2017,"Manchester United - Burnley, 2 - 2",Burnley,Sub,Sub,Sam Vokes,WhoScored,0,6.12,0,0,0,0,0,0,0,0,0,9,3,1,0,0,0,0,0,3,2,0,2,3,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0.785714286,0.148683096,0.635338346,0.1,0,0,0,0,0,24,90
Premier League 2017-18,26/12/2017,"Bournemouth - West Ham, 3 - 3",West Ham,MF,DML,Arthur Masuaku,WhoScored,0,6.93,0,0,0,1,1,1,2,4,2,52,18,3,2,4,2,2,13,7,1,1,14,1,2,0,0,1,2,3,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1.2,0.196929376,0.653333333,0.373333333,1.841658716,0,0,0,0,90,90
Premier League 2017-18,26/12/2017,"Bournemouth - West Ham, 3 - 3",West Ham,MF,DML,Arthur Masuaku,SkySports,1,7,0,0,0,1,1,1,2,4,2,52,18,3,2,4,2,2,13,7,1,1,14,1,2,0,0,1,2,3,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1.2,0.196929376,0.653333333,0.373333333,1.841658716,0,0,0,0,90,90
Premier League 2017-18,26/12/2017,"Bournemouth - West Ham, 3 - 3",West Ham,DF,DC,James Collins,WhoScored,0,8,1,0,1,0,0,0,0,0,0,52,28,4,0,0,8,3,0,2,6,2,9,1,0,8,2,3,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1.266666667,0.236662354,0.653333333,0.346666667,1.685849049,0.05,0,0,0,90,90
Premier League 2017-18,26/12/2017,"Bournemouth - West Ham, 3 - 3",West Ham,DF,DC,James Collins,SkySports,1,7,1,0,1,0,0,0,0,0,0,52,28,4,0,0,8,3,0,2,6,2,9,1,0,8,2,3,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1.266666667,0.236662354,0.653333333,0.346666667,1.685849049,0.05,0,0,0,90,90
Premier League 2017-18,26/12/2017,"Bournemouth - West Ham, 3 - 3",West Ham,FW,FW,Marko Arnautovic,WhoScored,0,8.64,2,0,2,1,0,1,3,1,2,36,14,5,2,3,0,2,1,4,2,2,10,1,1,1,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,1.2,0.195426738,0.653333333,0.253333333,1.084650365,0,0,0,0,90,90
Premier League 2017-18,26/12/2017,"Bournemouth - West Ham, 3 - 3",West Ham,FW,FW,Marko Arnautovic,SkySports,1,6,2,0,2,1,0,1,3,1,2,36,14,5,2,3,0,2,1,4,2,2,10,1,1,1,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,1.2,0.195426738,0.653333333,0.253333333,1.084650365,0,0,0,0,90,90
Premier League 2017-18,26/12/2017,"Bournemouth - West Ham, 3 - 3",West Ham,MF,AMC,Manuel Lanzini,WhoScored,0,6.87,0,0,0,2,1,2,1,3,0,56,30,11,2,0,2,1,5,2,0,0,15,1,1,1,0,5,1,1,0,2,0,0,0,4,0,0,0,0,0,0,0,0,1.466666667,0.332268708,0.816666667,0.466666667,1.076625246,0,0,0,0,90,90
Premier League 2017-18,26/12/2017,"Bournemouth - West Ham, 3 - 3",West Ham,MF,AMC,Manuel Lanzini,SkySports,1,7,0,0,0,2,1,2,1,3,0,56,30,11,2,0,2,1,5,2,0,0,15,1,1,1,0,5,1,1,0,2,0,0,0,4,0,0,0,0,0,0,0,0,1.466666667,0.332268708,0.816666667,0.466666667,1.076625246,0,0,0,0,90,90
Premier League 2017-18,26/12/2017,"Bournemouth - West Ham, 3 - 3",West Ham,DF,DC,Aaron Cresswell,WhoScored,0,6.43,0,1,0,0,0,0,0,0,0,44,26,8,1,1,3,8,1,6,0,0,12,2,1,1,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1.2,0.192621845,0.687719298,0.346666667,0.919554034,0.047619048,0,0,0,90,90
Premier League 2017-18,26/12/2017,"Bournemouth - West Ham, 3 - 3",West Ham,DF,DC,Aaron Cresswell,SkySports,1,6,0,1,0,0,0,0,0,0,0,44,26,8,1,1,3,8,1,6,0,0,12,2,1,1,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1.2,0.192621845,0.687719298,0.346666667,0.919554034,0.047619048,0,0,0,90,90
Premier League 2017-18,26/12/2017,"Bournemouth - West Ham, 3 - 3",West Ham,MF,AMC,Andre Ayew,WhoScored,0,6.12,0,0,0,1,0,1,0,1,0,21,9,5,0,0,0,2,2,3,3,5,6,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.866666667,0.098255763,0.593939394,0.133333333,0.874758011,0,0,0,0,61,90
Premier League 2017-18,26/12/2017,"Bournemouth - West Ham, 3 - 3",West Ham,MF,AMC,Andre Ayew,SkySports,1,5,0,0,0,1,0,1,0,1,0,21,9,5,0,0,0,2,2,3,3,5,6,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.866666667,0.098255763,0.593939394,0.133333333,0.874758011,0,0,0,0,61,90
Premier League 2017-18,26/12/2017,"Bournemouth - West Ham, 3 - 3",West Ham,MF,MC,Cheikhou Kouyate,WhoScored,0,7.03,0,0,0,0,0,0,0,0,0,41,18,9,0,0,1,3,5,1,3,6,9,0,2,2,0,2,4,1,0,1,0,0,0,2,0,0,0,0,0,0,0,0,1.066666667,0.187869063,0.653333333,0.226666667,0.730817135,0,0,0,0,90,90
Premier League 2017-18,26/12/2017,"Bournemouth - West Ham, 3 - 3",West Ham,MF,MC,Cheikhou Kouyate,SkySports,1,6,0,0,0,0,0,0,0,0,0,41,18,9,0,0,1,3,5,1,3,6,9,0,2,2,0,2,4,1,0,1,0,0,0,2,0,0,0,0,0,0,0,0,1.066666667,0.187869063,0.653333333,0.226666667,0.730817135,0,0,0,0,90,90
Premier League 2017-18,26/12/2017,"Bournemouth - West Ham, 3 - 3",West Ham,MF,DMR,Pablo Zabaleta,WhoScored,0,6.18,0,0,0,0,0,0,0,0,0,54,20,8,1,3,3,2,4,5,1,0,16,3,2,1,0,2,1,1,0,0,1,0,2,0,0,0,0,0,0,0,0,0,1.133333333,0.172697027,0.622222222,0.36,0.644624347,0,0,0,0,77,90
Premier League 2017-18,26/12/2017,"Bournemouth - West Ham, 3 - 3",West Ham,MF,DMR,Pablo Zabaleta,SkySports,1,6,0,0,0,0,0,0,0,0,0,54,20,8,1,3,3,2,4,5,1,0,16,3,2,1,0,2,1,1,0,0,1,0,2,0,0,0,0,0,0,0,0,0,1.133333333,0.172697027,0.622222222,0.36,0.644624347,0,0,0,0,77,90
Premier League 2017-18,26/12/2017,"Bournemouth - West Ham, 3 - 3",West Ham,DF,DC,Angelo Ogbonna,WhoScored,0,6.54,0,0,0,0,0,0,0,0,0,38,27,3,0,0,10,1,1,2,1,0,6,3,0,4,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.266666667,0.274945882,0.725925926,0.36,0.474145045,0,0,0,0,90,90
Premier League 2017-18,26/12/2017,"Bournemouth - West Ham, 3 - 3",West Ham,DF,DC,Angelo Ogbonna,SkySports,1,6,0,0,0,0,0,0,0,0,0,38,27,3,0,0,10,1,1,2,1,0,6,3,0,4,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.266666667,0.274945882,0.725925926,0.36,0.474145045,0,0,0,0,90,90
Premier League 2017-18,26/12/2017,"Bournemouth - West Ham, 3 - 3",West Ham,Sub,Sub,Andy Carroll,WhoScored,0,6.52,0,0,1,0,0,1,0,0,0,16,4,6,0,0,0,1,1,3,3,1,9,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.466666667,0.048386672,0.522666667,0.093333333,0.230769231,0,0,0,0,29,90
Premier League 2017-18,26/12/2017,"Bournemouth - West Ham, 3 - 3",West Ham,Sub,Sub,Andy Carroll,SkySports,1,5,0,0,1,0,0,1,0,0,0,16,4,6,0,0,0,1,1,3,3,1,9,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.466666667,0.048386672,0.522666667,0.093333333,0.230769231,0,0,0,0,29,90
Premier League 2017-18,26/12/2017,"Bournemouth - West Ham, 3 - 3",West Ham,Sub,Sub,Chicharito,WhoScored,0,6.39,0,0,1,0,0,2,1,0,1,15,8,2,0,0,0,1,2,0,0,0,3,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.222016628,0.687719298,0.146666667,0.181818182,0,0,0,0,29,90
Premier League 2017-18,26/12/2017,"Bournemouth - West Ham, 3 - 3",West Ham,Sub,Sub,Chicharito,SkySports,1,6,0,0,1,0,0,2,1,0,1,15,8,2,0,0,0,1,2,0,0,0,3,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.222016628,0.687719298,0.146666667,0.181818182,0,0,0,0,29,90
Premier League 2017-18,26/12/2017,"Bournemouth - West Ham, 3 - 3",West Ham,GK,GK,Adrian,WhoScored,0,7.81,0,0,0,0,0,0,0,0,0,26,7,4,0,0,5,4,0,0,0,0,6,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,3,6,2,0,0,0,0.6,0.046717663,0.502564103,0.133333333,0,0,0,0,0,90,90
Premier League 2017-18,26/12/2017,"Bournemouth - West Ham, 3 - 3",West Ham,GK,GK,Adrian,SkySports,1,7,0,0,0,0,0,0,0,0,0,26,7,4,0,0,5,4,0,0,0,0,6,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,3,6,2,0,0,0,0.6,0.046717663,0.502564103,0.133333333,0,0,0,0,0,90,90
Premier League 2017-18,26/12/2017,"Bournemouth - West Ham, 3 - 3",West Ham,MF,MC,Pedro Obiang,WhoScored,0,7.33,0,0,0,0,0,0,1,0,0,41,24,5,0,0,2,1,7,5,0,1,7,2,1,1,1,4,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1.066666667,0.110605425,0.653333333,0.306666667,0,0,0,0,0,61,90
Premier League 2017-18,26/12/2017,"Bournemouth - West Ham, 3 - 3",West Ham,MF,MC,Pedro Obiang,SkySports,1,6,0,0,0,0,0,0,1,0,0,41,24,5,0,0,2,1,7,5,0,1,7,2,1,1,1,4,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1.066666667,0.110605425,0.653333333,0.306666667,0,0,0,0,0,61,90
Premier League 2017-18,26/12/2017,"Bournemouth - West Ham, 3 - 3",West Ham,Sub,Sub,Declan Rice,WhoScored,0,6.19,0,0,0,0,0,0,0,0,0,9,0,2,0,0,0,2,0,1,1,0,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.266666667,0.055634863,0.483950617,0.013333333,0,0,0,0,0,13,90
Premier League 2017-18,26/12/2017,"Bournemouth - West Ham, 3 - 3",West Ham,Sub,Sub,Declan Rice,SkySports,1,4,0,0,0,0,0,0,0,0,0,9,0,2,0,0,0,2,0,1,1,0,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.266666667,0.055634863,0.483950617,0.013333333,0,0,0,0,0,13,90
Premier League 2017-18,26/12/2017,"Watford - Leicester, 2 - 1",Watford,Sub,Sub,Sebastian Prodl,WhoScored,0,6.03,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,1,0,0,0,0,2,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.066666667,0,0,0.021276596,0,0,1,0,1,90,90
Premier League 2017-18,26/12/2017,"Manchester United - Burnley, 2 - 2",Manchester United,DF,DR,Ashley Young,WhoScored,0,8.28,0,1,0,1,1,0,4,0,1,94,46,8,6,8,6,4,8,3,4,0,18,1,2,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.714285714,0.28212798,0.804761905,0.509803922,2.396323684,0.026315789,0,0,1,90,90
Premier League 2017-18,26/12/2017,"Manchester United - Burnley, 2 - 2",Manchester United,DF,DR,Ashley Young,SkySports,1,7,0,1,0,1,1,0,4,0,1,94,46,8,6,8,6,4,8,3,4,0,18,1,2,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.714285714,0.28212798,0.804761905,0.509803922,2.396323684,0.026315789,0,0,1,90,90
Premier League 2017-18,26/12/2017,"Manchester United - Burnley, 2 - 2",Manchester United,DF,DC,Marcos Rojo,WhoScored,0,5.71,0,0,0,1,1,0,0,0,0,41,33,4,0,0,5,2,0,0,1,2,4,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.285714286,0.131525553,0.670634921,0.205882353,2.068996557,0,0,0,1,46,90
Premier League 2017-18,26/12/2017,"Manchester United - Burnley, 2 - 2",Manchester United,DF,DC,Marcos Rojo,SkySports,1,5,0,0,0,1,1,0,0,0,0,41,33,4,0,0,5,2,0,0,1,2,4,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.285714286,0.131525553,0.670634921,0.205882353,2.068996557,0,0,0,1,46,90
Premier League 2017-18,26/12/2017,"Manchester United - Burnley, 2 - 2",Manchester United,DF,DL,Luke Shaw,WhoScored,0,7.09,0,0,1,4,4,3,0,1,0,100,47,13,1,8,2,1,5,1,5,4,27,1,3,3,0,3,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.428571429,0.191776696,0.804761905,0.519607843,1.890755981,0,0,0,1,90,90
Premier League 2017-18,26/12/2017,"Manchester United - Burnley, 2 - 2",Manchester United,DF,DL,Luke Shaw,SkySports,1,6,0,0,1,4,4,3,0,1,0,100,47,13,1,8,2,1,5,1,5,4,27,1,3,3,0,3,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.428571429,0.191776696,0.804761905,0.519607843,1.890755981,0,0,0,1,90,90
Premier League 2017-18,26/12/2017,"Manchester United - Burnley, 2 - 2",Manchester United,MF,DMC,Paul Pogba,WhoScored,0,7.27,0,0,1,3,1,3,2,0,1,105,72,8,1,1,5,3,8,1,4,1,15,0,2,0,0,1,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1.714285714,0.181400063,0.804761905,0.558823529,1.661722558,0,0,0,1,90,90
Premier League 2017-18,26/12/2017,"Manchester United - Burnley, 2 - 2",Manchester United,MF,DMC,Paul Pogba,SkySports,1,6,0,0,1,3,1,3,2,0,1,105,72,8,1,1,5,3,8,1,4,1,15,0,2,0,0,1,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1.714285714,0.181400063,0.804761905,0.558823529,1.661722558,0,0,0,1,90,90
Premier League 2017-18,26/12/2017,"Manchester United - Burnley, 2 - 2",Manchester United,MF,AML,Marcus Rashford,WhoScored,0,7.08,0,0,1,2,1,1,2,0,0,69,34,7,2,7,1,3,6,5,1,1,22,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,0.129663993,0.754464286,0.401960784,1.538410281,0,0,0,1,90,90
Premier League 2017-18,26/12/2017,"Manchester United - Burnley, 2 - 2",Manchester United,MF,AML,Marcus Rashford,SkySports,1,6,0,0,1,2,1,1,2,0,0,69,34,7,2,7,1,3,6,5,1,1,22,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,0.129663993,0.754464286,0.401960784,1.538410281,0,0,0,1,90,90
Premier League 2017-18,26/12/2017,"Manchester United - Burnley, 2 - 2",Manchester United,DF,DC,Phil Jones,WhoScored,0,6.87,0,0,0,0,0,0,0,0,0,78,61,3,0,1,4,2,1,3,6,3,6,2,1,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.428571429,0.150938978,0.754464286,0.441176471,1.487513873,0,0,0,1,90,90
Premier League 2017-18,26/12/2017,"Manchester United - Burnley, 2 - 2",Manchester United,DF,DC,Phil Jones,SkySports,1,6,0,0,0,0,0,0,0,0,0,78,61,3,0,1,4,2,1,3,6,3,6,2,1,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.428571429,0.150938978,0.754464286,0.441176471,1.487513873,0,0,0,1,90,90
Premier League 2017-18,26/12/2017,"Manchester United - Burnley, 2 - 2",Manchester United,MF,DMC,Nemanja Matic,WhoScored,0,6.93,0,0,0,0,0,0,0,0,0,109,85,8,0,1,6,2,1,1,4,0,10,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.642857143,0.187424035,0.862244898,0.62745098,1.369165764,0,0,0,1,90,90
Premier League 2017-18,26/12/2017,"Manchester United - Burnley, 2 - 2",Manchester United,MF,DMC,Nemanja Matic,SkySports,1,6,0,0,0,0,0,0,0,0,0,109,85,8,0,1,6,2,1,1,4,0,10,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.642857143,0.187424035,0.862244898,0.62745098,1.369165764,0,0,0,1,90,90
Premier League 2017-18,26/12/2017,"Manchester United - Burnley, 2 - 2",Manchester United,MF,AMR,Juan Mata,WhoScored,0,6.38,0,0,0,2,1,2,1,0,1,73,50,2,4,7,1,3,1,4,0,2,14,0,1,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,0.128277714,0.754464286,0.441176471,1.236648081,0,0,0,1,90,90
Premier League 2017-18,26/12/2017,"Manchester United - Burnley, 2 - 2",Manchester United,MF,AMR,Juan Mata,SkySports,1,6,0,0,0,2,1,2,1,0,1,73,50,2,4,7,1,3,1,4,0,2,14,0,1,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,0.128277714,0.754464286,0.441176471,1.236648081,0,0,0,1,90,90
Premier League 2017-18,26/12/2017,"Manchester United - Burnley, 2 - 2",Manchester United,MF,AMC,Zlatan Ibrahimovic,WhoScored,0,6.39,0,0,0,1,1,1,0,0,0,36,22,4,1,0,0,1,2,4,4,1,6,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.428571429,0.140355071,0.754464286,0.18627451,0.912790971,0,0,0,1,46,90
Premier League 2017-18,26/12/2017,"Manchester United - Burnley, 2 - 2",Manchester United,MF,AMC,Zlatan Ibrahimovic,SkySports,1,5,0,0,0,1,1,1,0,0,0,36,22,4,1,0,0,1,2,4,4,1,6,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.428571429,0.140355071,0.754464286,0.18627451,0.912790971,0,0,0,1,46,90
Premier League 2017-18,26/12/2017,"Manchester United - Burnley, 2 - 2",Manchester United,FW,FW,Romelu Lukaku,WhoScored,0,6.85,0,0,0,0,0,0,1,0,0,20,10,3,1,0,0,0,2,4,1,6,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.059432163,0.635338346,0.137254902,0.379627627,0.083333333,0,0,1,90,90
Premier League 2017-18,26/12/2017,"Manchester United - Burnley, 2 - 2",Manchester United,FW,FW,Romelu Lukaku,SkySports,1,5,0,0,0,0,0,0,1,0,0,20,10,3,1,0,0,0,2,4,1,6,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.059432163,0.635338346,0.137254902,0.379627627,0.083333333,0,0,1,90,90
Premier League 2017-18,26/12/2017,"Manchester United - Burnley, 2 - 2",Manchester United,Sub,Sub,Jesse Lingard,WhoScored,0,8.26,2,0,3,0,0,1,0,0,0,33,25,2,0,1,0,0,0,3,0,0,6,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.142857143,0.083450992,0.670634921,0.196078431,0.142857143,0.0625,0,0,1,44,90
Premier League 2017-18,26/12/2017,"Manchester United - Burnley, 2 - 2",Manchester United,Sub,Sub,Jesse Lingard,SkySports,1,7,2,0,3,0,0,1,0,0,0,33,25,2,0,1,0,0,0,3,0,0,6,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.142857143,0.083450992,0.670634921,0.196078431,0.142857143,0.0625,0,0,1,44,90
Premier League 2017-18,26/12/2017,"Manchester United - Burnley, 2 - 2",Manchester United,Sub,Sub,Henrikh Mkhitaryan,WhoScored,0,6.6,0,0,0,1,0,0,2,0,0,46,29,6,0,2,1,2,3,3,2,1,11,4,3,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.142857143,0.089794037,0.635338346,0.215686275,0.111111111,0,0,0,1,44,90
Premier League 2017-18,26/12/2017,"Manchester United - Burnley, 2 - 2",Manchester United,Sub,Sub,Henrikh Mkhitaryan,SkySports,1,6,0,0,0,1,0,0,2,0,0,46,29,6,0,2,1,2,3,3,2,1,11,4,3,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.142857143,0.089794037,0.635338346,0.215686275,0.111111111,0,0,0,1,44,90
Premier League 2017-18,26/12/2017,"Manchester United - Burnley, 2 - 2",Manchester United,GK,GK,David de Gea,WhoScored,0,5.62,0,0,0,0,0,0,0,0,0,24,13,1,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0.714285714,0.026207117,0.574829932,0.235294118,0,0,0,0,1,90,90
Premier League 2017-18,26/12/2017,"Manchester United - Burnley, 2 - 2",Manchester United,GK,GK,David de Gea,SkySports,1,6,0,0,0,0,0,0,0,0,0,24,13,1,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0.714285714,0.026207117,0.574829932,0.235294118,0,0,0,0,1,90,90
Premier League 2017-18,26/12/2017,"Bournemouth - West Ham, 3 - 3",Bournemouth,DF,DC,Nathan Ake,WhoScored,0,7.63,1,1,1,2,1,1,0,0,0,50,34,3,0,0,2,1,0,3,3,4,7,1,0,1,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.285714286,0.162419725,0.670634921,0.318681319,2.601024243,0.090909091,0,0,1,90,90
Premier League 2017-18,26/12/2017,"Bournemouth - West Ham, 3 - 3",Bournemouth,DF,DC,Nathan Ake,SkySports,1,7,1,1,1,2,1,1,0,0,0,50,34,3,0,0,2,1,0,3,3,4,7,1,0,1,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.285714286,0.162419725,0.670634921,0.318681319,2.601024243,0.090909091,0,0,1,90,90
Premier League 2017-18,26/12/2017,"Bournemouth - West Ham, 3 - 3",Bournemouth,MF,AMC,Joshua King,WhoScored,0,6.71,0,0,1,2,0,3,0,0,0,31,14,2,0,0,0,0,4,5,3,1,8,1,1,0,0,1,2,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1.285714286,0.103098264,0.710084034,0.21978022,2.226656755,0.0625,0,0,1,65,90
Premier League 2017-18,26/12/2017,"Bournemouth - West Ham, 3 - 3",Bournemouth,MF,AMC,Joshua King,SkySports,1,6,0,0,1,2,0,3,0,0,0,31,14,2,0,0,0,0,4,5,3,1,8,1,1,0,0,1,2,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1.285714286,0.103098264,0.710084034,0.21978022,2.226656755,0.0625,0,0,1,65,90
Premier League 2017-18,26/12/2017,"Bournemouth - West Ham, 3 - 3",Bournemouth,DF,DR,Simon Francis,WhoScored,0,7.78,0,0,0,1,0,1,2,0,2,74,31,6,4,3,1,3,7,9,6,1,14,2,1,2,0,2,5,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.357142857,0.120883283,0.710084034,0.450549451,2.214784013,0.027777778,0,0,1,90,90
Premier League 2017-18,26/12/2017,"Bournemouth - West Ham, 3 - 3",Bournemouth,DF,DR,Simon Francis,SkySports,1,5,0,0,0,1,0,1,2,0,2,74,31,6,4,3,1,3,7,9,6,1,14,2,1,2,0,2,5,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.357142857,0.120883283,0.710084034,0.450549451,2.214784013,0.027777778,0,0,1,90,90
Premier League 2017-18,26/12/2017,"Bournemouth - West Ham, 3 - 3",Bournemouth,MF,ML,Ryan Fraser,WhoScored,0,6.71,0,0,0,2,1,1,0,0,2,64,30,6,7,4,4,4,8,2,0,2,16,1,4,0,0,1,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1.357142857,0.173178642,0.754464286,0.373626374,2.01589921,0,0,0,1,84,90
